0 32.000000 0.000000i
1 -20.371829 -0.015625i
2 0.000000 0.000000i
3 6.790599 0.015625i
4 -0.000000 0.000000i
5 -4.074347 -0.015625i
6 0.000000 -0.000000i
7 2.910234 0.015625i
8 -0.000000 -0.000000i
9 -2.263501 -0.015625i
10 0.000000 -0.000000i
11 1.851941 0.015625i
12 -0.000000 0.000000i
13 -1.567012 -0.015625i
14 0.000000 -0.000000i
15 1.358062 0.015625i
16 -0.000000 -0.000000i
17 -1.198275 -0.015625i
18 0.000000 0.000000i
19 1.072126 0.015625i
20 -0.000000 0.000000i
21 -0.970003 -0.015625i
22 0.000000 0.000000i
23 0.885640 0.015625i
24 -0.000000 0.000000i
25 -0.814773 -0.015625i
26 0.000000 0.000000i
27 0.754404 0.015625i
28 -0.000000 -0.000000i
29 -0.702361 -0.015625i
30 0.000000 0.000000i
31 0.657032 0.015625i
32 -0.000000 0.000000i
33 -0.617196 -0.015625i
34 0.000000 0.000000i
35 0.581913 0.015625i
36 -0.000000 -0.000000i
37 -0.550442 -0.015625i
38 0.000000 0.000000i
39 0.522199 0.015625i
40 -0.000000 0.000000i
41 -0.496710 -0.015625i
42 0.000000 0.000000i
43 0.473592 0.015625i
44 -0.000000 0.000000i
45 -0.452528 -0.015625i
46 0.000000 -0.000000i
47 0.433255 0.015625i
48 -0.000000 0.000000i
49 -0.415556 -0.015625i
50 0.000000 -0.000000i
51 0.399244 0.015625i
52 -0.000000 -0.000000i
53 -0.384162 -0.015625i
54 0.000000 -0.000000i
55 0.370177 0.015625i
56 -0.000000 0.000000i
57 -0.357173 -0.015625i
58 -0.000000 0.000000i
59 0.345050 0.015625i
60 -0.000000 0.000000i
61 -0.333721 -0.015625i
62 0.000000 0.000000i
63 0.323111 0.015625i
64 -0.000000 0.000000i
65 -0.313153 -0.015625i
66 0.000000 0.000000i
67 0.303790 0.015625i
68 0.000000 0.000000i
69 -0.294968 -0.015625i
70 0.000000 0.000000i
71 0.286644 0.015625i
72 -0.000000 -0.000000i
73 -0.278775 -0.015625i
74 0.000000 -0.000000i
75 0.271325 0.015625i
76 -0.000000 0.000000i
77 -0.264262 -0.015625i
78 0.000000 0.000000i
79 0.257556 0.015625i
80 -0.000000 0.000000i
81 -0.251180 -0.015625i
82 0.000000 0.000000i
83 0.245112 0.015625i
84 -0.000000 -0.000000i
85 -0.239329 -0.015625i
86 0.000000 0.000000i
87 0.233811 0.015625i
88 -0.000000 0.000000i
89 -0.228541 -0.015625i
90 0.000000 0.000000i
91 0.223503 0.015625i
92 -0.000000 -0.000000i
93 -0.218680 -0.015625i
94 0.000000 -0.000000i
95 0.214061 0.015625i
96 -0.000000 0.000000i
97 -0.209631 -0.015625i
98 0.000000 -0.000000i
99 0.205380 0.015625i
100 -0.000000 -0.000000i
101 -0.201298 -0.015625i
102 -0.000000 0.000000i
103 0.197373 0.015625i
104 0.000000 -0.000000i
105 -0.193598 -0.015625i
106 -0.000000 0.000000i
107 0.189963 0.015625i
108 -0.000000 -0.000000i
109 -0.186462 -0.015625i
110 -0.000000 0.000000i
111 0.183086 0.015625i
112 -0.000000 0.000000i
113 -0.179830 -0.015625i
114 0.000000 -0.000000i
115 0.176687 0.015625i
116 -0.000000 -0.000000i
117 -0.173651 -0.015625i
118 -0.000000 0.000000i
119 0.170716 0.015625i
120 -0.000000 -0.000000i
121 -0.167879 -0.015625i
122 0.000000 0.000000i
123 0.165133 0.015625i
124 0.000000 -0.000000i
125 -0.162475 -0.015625i
126 -0.000000 0.000000i
127 0.159900 0.015625i
128 -0.000000 0.000000i
129 -0.157406 -0.015625i
130 -0.000000 0.000000i
131 0.154987 0.015625i
132 -0.000000 -0.000000i
133 -0.152640 -0.015625i
134 -0.000000 -0.000000i
135 0.150363 0.015625i
136 0.000000 0.000000i
137 -0.148152 -0.015625i
138 0.000000 -0.000000i
139 0.146004 0.015625i
140 -0.000000 0.000000i
141 -0.143917 -0.015625i
142 0.000000 0.000000i
143 0.141889 0.015625i
144 -0.000000 0.000000i
145 -0.139916 -0.015625i
146 0.000000 -0.000000i
147 0.137996 0.015625i
148 0.000000 -0.000000i
149 -0.136128 -0.015625i
150 0.000000 -0.000000i
151 0.134309 0.015625i
152 -0.000000 0.000000i
153 -0.132537 -0.015625i
154 0.000000 0.000000i
155 0.130811 0.015625i
156 0.000000 0.000000i
157 -0.129129 -0.015625i
158 0.000000 -0.000000i
159 0.127489 0.015625i
160 -0.000000 0.000000i
161 -0.125889 -0.015625i
162 0.000000 0.000000i
163 0.124329 0.015625i
164 0.000000 0.000000i
165 -0.122806 -0.015625i
166 0.000000 0.000000i
167 0.121319 0.015625i
168 -0.000000 0.000000i
169 -0.119868 -0.015625i
170 0.000000 0.000000i
171 0.118450 0.015625i
172 0.000000 -0.000000i
173 -0.117064 -0.015625i
174 0.000000 0.000000i
175 0.115711 0.015625i
176 -0.000000 0.000000i
177 -0.114387 -0.015625i
178 -0.000000 -0.000000i
179 0.113093 0.015625i
180 -0.000000 -0.000000i
181 -0.111828 -0.015625i
182 -0.000000 -0.000000i
183 0.110589 0.015625i
184 -0.000000 -0.000000i
185 -0.109378 -0.015625i
186 0.000000 -0.000000i
187 0.108192 0.015625i
188 0.000000 0.000000i
189 -0.107031 -0.015625i
190 0.000000 -0.000000i
191 0.105895 0.015625i
192 0.000000 -0.000000i
193 -0.104781 -0.015625i
194 -0.000000 -0.000000i
195 0.103691 0.015625i
196 -0.000000 -0.000000i
197 -0.102622 -0.015625i
198 0.000000 -0.000000i
199 0.101575 0.015625i
200 -0.000000 -0.000000i
201 -0.100548 -0.015625i
202 0.000000 0.000000i
203 0.099542 0.015625i
204 0.000000 0.000000i
205 -0.098555 -0.015625i
206 0.000000 0.000000i
207 0.097586 0.015625i
208 -0.000000 -0.000000i
209 -0.096637 -0.015625i
210 0.000000 0.000000i
211 0.095705 0.015625i
212 -0.000000 0.000000i
213 -0.094790 -0.015625i
214 -0.000000 0.000000i
215 0.093892 0.015625i
216 -0.000000 0.000000i
217 -0.093011 -0.015625i
218 0.000000 -0.000000i
219 0.092146 0.015625i
220 -0.000000 -0.000000i
221 -0.091296 -0.015625i
222 0.000000 -0.000000i
223 0.090461 0.015625i
224 -0.000000 0.000000i
225 -0.089641 -0.015625i
226 0.000000 -0.000000i
227 0.088835 0.015625i
228 -0.000000 0.000000i
229 -0.088043 -0.015625i
230 0.000000 0.000000i
231 0.087265 0.015625i
232 -0.000000 0.000000i
233 -0.086500 -0.015625i
234 -0.000000 0.000000i
235 0.085748 0.015625i
236 -0.000000 0.000000i
237 -0.085008 -0.015625i
238 -0.000000 -0.000000i
239 0.084281 0.015625i
240 -0.000000 -0.000000i
241 -0.083565 -0.015625i
242 0.000000 0.000000i
243 0.082862 0.015625i
244 -0.000000 -0.000000i
245 -0.082169 -0.015625i
246 0.000000 -0.000000i
247 0.081488 0.015625i
248 0.000000 -0.000000i
249 -0.080817 -0.015625i
250 0.000000 0.000000i
251 0.080158 0.015625i
252 0.000000 -0.000000i
253 -0.079508 -0.015625i
254 0.000000 -0.000000i
255 0.078868 0.015625i
256 0.000000 0.000000i
257 -0.078239 -0.015625i
258 0.000000 0.000000i
259 0.077618 0.015625i
260 0.000000 0.000000i
